Number_Plate,Vehicle_Type,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported
KBN 432M,Heavy Machinery,Alternator,Electrical,TurboTraders,12805.69,2025-04-14,Brake failure
KBN 432M,Heavy Machinery,Radiator,Cooling System,HeavyDuty Supplies,7284.97,2025-03-13,Overheating
KBN 432M,Heavy Machinery,Oil Filter,Engine,Gallant,14684.41,2024-12-31,Oil leak
KBZ 530V,Heavy Machinery,Fuel Pump,Fuel System,FarmEquip Co,6306.63,2025-01-20,Low power
KBZ 530V,Heavy Machinery,Alternator,Electrical,FarmEquip Co,14188.05,2024-10-10,Overheating
KBZ 530V,Heavy Machinery,Radiator,Cooling System,BKT,13673.08,2024-12-26,Hydraulic issue
KBZ 530V,Heavy Machinery,Oil Filter,Engine,SpareHub,13876.75,2024-09-13,Hydraulic issue
KBZ 530V,Heavy Machinery,Brake Pads,Braking System,PartsPlus,4797.72,2024-10-11,Electrical fault
KBZ 530V,Heavy Machinery,Tyre,Wheels,JKT,4667.73,2024-12-31,Battery issue
KBX 633Y,Heavy Machinery,Spark Plug,Ignition,DieselParts,13402.21,2024-10-14,Electrical fault
KBX 633Y,Heavy Machinery,Spark Plug,Ignition,DieselParts,7783.47,2024-12-21,Electrical fault
KBX 633Y,Heavy Machinery,Radiator,Cooling System,FarmEquip Co,13572.59,2024-07-26,Oil leak
KBX 633Y,Heavy Machinery,Spark Plug,Ignition,BKT,6074.7,2025-04-17,Tyre worn out
KBZ 419V,Heavy Machinery,Brake Pads,Braking System,MechWorks,7471.94,2025-03-13,Battery issue
KBZ 419V,Heavy Machinery,Radiator,Cooling System,HeavyDuty Supplies,8737.19,2024-10-02,Routine service
KBZ 419V,Heavy Machinery,Alternator,Electrical,PowerAuto,10427.09,2025-01-09,Electrical fault
KBZ 419V,Heavy Machinery,Hydraulic Pump,Hydraulics,Gallant,7596.68,2025-05-06,Engine noise
KBZ 419V,Heavy Machinery,Oil Filter,Engine,PartsPlus,5211.68,2024-10-15,Overheating
KCC 593N,Heavy Machinery,Hydraulic Pump,Hydraulics,MechWorks,10268.34,2024-07-13,Oil leak
KCC 593N,Heavy Machinery,Battery,Electrical,Aeolus,12775.58,2024-10-26,Hydraulic issue
KCC 593N,Heavy Machinery,Tyre,Wheels,Goodyear,14041.64,2025-03-10,Hydraulic issue
KCC 593N,Heavy Machinery,Spark Plug,Ignition,PartsPlus,6890.12,2025-03-13,Oil leak
KCC 593N,Heavy Machinery,Tyre,Wheels,Gallant,8299.26,2025-03-28,Oil leak
KCC 593N,Heavy Machinery,Air Filter,Air Intake,PartsPlus,12910.94,2024-07-11,Routine service
KDM 559C,Heavy Machinery,Tyre,Wheels,JKT,1505.45,2024-10-31,Low power
KDM 559C,Heavy Machinery,Radiator,Cooling System,SpareHub,7291.98,2024-11-05,Tyre worn out
KDM 559C,Heavy Machinery,Oil Filter,Engine,HeavyDuty Supplies,13718.57,2024-10-20,Routine service
KDM 559C,Heavy Machinery,Air Filter,Air Intake,Gallant,12013.76,2025-05-19,Oil leak
KDM 559C,Heavy Machinery,Tyre,Wheels,Goodyear,14196.19,2025-06-01,Brake failure
KBX 564R,Heavy Machinery,Spark Plug,Ignition,PowerAuto,8474.16,2025-01-29,Electrical fault
KBX 564R,Heavy Machinery,Radiator,Cooling System,PartsPlus,12636.49,2024-08-11,Hydraulic issue
KBX 564R,Heavy Machinery,Brake Pads,Braking System,PowerAuto,13504.53,2025-01-21,Overheating
KBX 564R,Heavy Machinery,Tyre,Wheels,Gallant,10191.39,2024-10-21,Brake failure
KBN 822T,Heavy Machinery,Spark Plug,Ignition,Aeolus,14165.03,2024-12-20,Battery issue
KBN 822T,Heavy Machinery,Alternator,Electrical,SpareHub,9904.2,2025-05-12,Electrical fault
KBN 822T,Heavy Machinery,Alternator,Electrical,PartsPlus,7085.72,2024-09-12,Electrical fault
KBN 822T,Heavy Machinery,Fuel Pump,Fuel System,DieselParts,11065.33,2025-02-08,Battery issue
KBN 822T,Heavy Machinery,Oil Filter,Engine,JKT,3766.23,2025-03-01,Oil leak
KBN 822T,Heavy Machinery,Air Filter,Air Intake,JKT,6303.23,2025-02-10,Tyre worn out
KBN 822T,Heavy Machinery,Brake Pads,Braking System,BKT,9514.18,2024-11-06,Oil leak
KBN 822T,Heavy Machinery,Alternator,Electrical,Goodyear,7380.46,2025-02-17,Low power
KBZ 176T,Heavy Machinery,Hydraulic Pump,Hydraulics,DieselParts,1868.32,2024-09-15,Overheating
KBZ 176T,Heavy Machinery,Fuel Pump,Fuel System,PowerAuto,7922.26,2025-02-18,Battery issue
KBZ 176T,Heavy Machinery,Spark Plug,Ignition,PowerAuto,5027.09,2024-07-19,Electrical fault
KBZ 176T,Heavy Machinery,Fuel Pump,Fuel System,TurboTraders,14039.02,2025-02-02,Tyre worn out
KBZ 176T,Heavy Machinery,Alternator,Electrical,FarmEquip Co,9180.25,2024-11-15,Engine noise
KDM 147K,Heavy Machinery,Oil Filter,Engine,PartsPlus,12734.11,2025-06-06,Electrical fault
KDM 147K,Heavy Machinery,Hydraulic Pump,Hydraulics,BKT,2772.57,2024-11-28,Overheating
KDM 147K,Heavy Machinery,Hydraulic Pump,Hydraulics,MechWorks,1860.17,2024-08-13,Routine service
KDM 147K,Heavy Machinery,Oil Filter,Engine,PartsPlus,6506.36,2025-04-02,Brake failure
KDM 147K,Heavy Machinery,Alternator,Electrical,Goodyear,10680.76,2025-01-23,Oil leak
KDM 147K,Heavy Machinery,Battery,Electrical,SpareHub,11761.29,2024-09-03,Hydraulic issue
KDA 384G,Heavy Machinery,Air Filter,Air Intake,Aeolus,13151.52,2024-12-24,Oil leak
KDA 384G,Heavy Machinery,Tyre,Wheels,JKT,7072.18,2024-10-02,Battery issue
KDA 384G,Heavy Machinery,Brake Pads,Braking System,PowerAuto,14195.37,2025-03-11,Tyre worn out
KDA 384G,Heavy Machinery,Air Filter,Air Intake,TechFix,9746.95,2024-07-06,Routine service
KCN 479W,Heavy Machinery,Battery,Electrical,JKT,9481.97,2025-01-29,Routine service
KCN 479W,Heavy Machinery,Brake Pads,Braking System,SpareHub,3089.41,2024-12-18,Overheating
KCN 479W,Heavy Machinery,Alternator,Electrical,AutoPro Ltd,7182.28,2024-08-07,Overheating
KCN 479W,Heavy Machinery,Tyre,Wheels,Gallant,7642.78,2025-01-11,Engine noise
KCN 479W,Heavy Machinery,Spark Plug,Ignition,JKT,7854.26,2024-11-04,Engine noise
KCN 479W,Heavy Machinery,Tyre,Wheels,JKT,2164.06,2024-12-04,Tyre worn out
KCN 479W,Heavy Machinery,Brake Pads,Braking System,Aeolus,7679.59,2025-04-28,Brake failure
KBZ 572U,Heavy Machinery,Brake Pads,Braking System,TurboTraders,6442.43,2025-01-01,Battery issue
KBZ 572U,Heavy Machinery,Battery,Electrical,DieselParts,14161.93,2024-07-24,Oil leak
KBZ 572U,Heavy Machinery,Radiator,Cooling System,TurboTraders,14367.06,2024-12-06,Electrical fault
KBZ 572U,Heavy Machinery,Air Filter,Air Intake,AutoPro Ltd,12250.52,2024-08-03,Overheating
KBZ 572U,Heavy Machinery,Air Filter,Air Intake,PartsPlus,11544.1,2024-12-01,Battery issue
KBZ 572U,Heavy Machinery,Brake Pads,Braking System,HeavyDuty Supplies,4694.21,2025-04-02,Brake failure
KBZ 572U,Heavy Machinery,Fuel Pump,Fuel System,AutoPro Ltd,12422.79,2024-08-31,Brake failure
KBN 845R,Heavy Machinery,Alternator,Electrical,TechFix,8796.07,2025-03-02,Tyre worn out
KBN 845R,Heavy Machinery,Hydraulic Pump,Hydraulics,Aeolus,11120.29,2025-06-14,Low power
KBN 845R,Heavy Machinery,Brake Pads,Braking System,BKT,9563.05,2025-04-14,Hydraulic issue
KBN 845R,Heavy Machinery,Radiator,Cooling System,BKT,8630.53,2025-06-01,Battery issue
KBN 845R,Heavy Machinery,Battery,Electrical,Goodyear,13289.29,2024-08-08,Overheating
KBN 845R,Heavy Machinery,Battery,Electrical,PartsPlus,12663.37,2025-06-17,Low power
